Formula,Temperature (K),TC,DOI
Ag24.39Cd2.44In21.95Zn2.44Se48.78,523,0.43,
Ag24.39Cd2.44In21.95Zn2.44Se48.78,575,0.41,
Ag24.39Cd2.44In21.95Zn2.44Se48.78,624,0.41,
Ag24.39Cd2.44In21.95Zn2.44Se48.78,676,0.39,
Ag24.39Cd2.44In21.95Zn2.44Se48.78,725,0.39,
Ag24.39Cd2.44In21.95Zn2.44Se48.78,775,0.43,
Ag24.39Cd2.44In21.95Zn2.44Se48.78,803,0.43,
Ag23.81Cd4.76In22.62Zn1.19Se47.62,370,0.84,
Ag23.81Cd4.76In22.62Zn1.19Se47.62,423,0.75,
Ag23.81Cd4.76In22.62Zn1.19Se47.62,476,0.75,
Ag23.81Cd4.76In22.62Zn1.19Se47.62,527,0.72,
Ag23.81Cd4.76In22.62Zn1.19Se47.62,573,0.7,
Ag23.81Cd4.76In22.62Zn1.19Se47.62,626,0.74,
Ag23.81Cd4.76In22.62Zn1.19Se47.62,677,0.74,
Ag23.81Cd4.76In22.62Zn1.19Se47.62,725,0.74,
Ag23.81Cd4.76In22.62Zn1.19Se47.62,774,0.74,
Ag23.81Cd4.76In22.62Zn1.19Se47.62,798,0.73,
Ag23.81Cd4.76In21.43Zn2.38Se47.62,370,0.58,
Ag23.81Cd4.76In21.43Zn2.38Se47.62,425,0.51,
Ag23.81Cd4.76In21.43Zn2.38Se47.62,470,0.47,
Ag23.81Cd4.76In21.43Zn2.38Se47.62,522,0.44,
Ag23.81Cd4.76In21.43Zn2.38Se47.62,575,0.44,
Ag23.81Cd4.76In21.43Zn2.38Se47.62,623,0.44,
Ag23.81Cd4.76In21.43Zn2.38Se47.62,670,0.46,
Ag23.81Cd4.76In21.43Zn2.38Se47.62,723,0.46,
Ag23.81Cd4.76In21.43Zn2.38Se47.62,773,0.46,
Ag23.81Cd4.76In21.43Zn2.38Se47.62,805,0.46,
Ag21.95Cd4.88In21.95Zn2.44Se48.78,368,0.56,
Ag21.95Cd4.88In21.95Zn2.44Se48.78,423,0.51,
Ag21.95Cd4.88In21.95Zn2.44Se48.78,475,0.5,
Ag21.95Cd4.88In21.95Zn2.44Se48.78,525,0.47,
Ag21.95Cd4.88In21.95Zn2.44Se48.78,575,0.46,
Ag21.95Cd4.88In21.95Zn2.44Se48.78,625,0.48,
Ag21.95Cd4.88In21.95Zn2.44Se48.78,670,0.49,
Ag21.95Cd4.88In21.95Zn2.44Se48.78,725,0.49,
Ag21.95Cd4.88In21.95Zn2.44Se48.78,772,0.48,
Ag21.95Cd4.88In21.95Zn2.44Se48.78,811,0.46,
Nb33.33Fe33.33Sb33.33,304,16.18, 10.1016/j.scriptamat.2018.08.008
Nb33.33Fe33.33Sb33.33,373,13.71,
Nb33.33Fe33.33Sb33.33,475,10.67,
Nb33.33Fe33.33Sb33.33,574,8.82,
Nb33.33Fe33.33Sb33.33,672,7.42,
Nb33.33Fe33.33Sb33.33,773,6.44,
Nb33.33Fe33.33Sb33.33,873,6,
Nb30Ti0.67V0.67Hf0.67Mo0.67Zr0.67Fe33.33Sb33.33,305,11.56,
Nb30Ti0.67V0.67Hf0.67Mo0.67Zr0.67Fe33.33Sb33.33,376,10.31,
Nb30Ti0.67V0.67Hf0.67Mo0.67Zr0.67Fe33.33Sb33.33,473,8.56,
Nb30Ti0.67V0.67Hf0.67Mo0.67Zr0.67Fe33.33Sb33.33,571,7.28,
Nb30Ti0.67V0.67Hf0.67Mo0.67Zr0.67Fe33.33Sb33.33,672,6.35,
Nb30Ti0.67V0.67Hf0.67Mo0.67Zr0.67Fe33.33Sb33.33,772,5.52,
Nb30Ti0.67V0.67Hf0.67Mo0.67Zr0.67Fe33.33Sb33.33,876,5.1,
Nb28.33Ti1V1Hf1Mo1Zr1Fe33.33Sb33.33,303,8.47,
Nb28.33Ti1V1Hf1Mo1Zr1Fe33.33Sb33.33,374,7.66,
Nb28.33Ti1V1Hf1Mo1Zr1Fe33.33Sb33.33,472,6.53,
Nb28.33Ti1V1Hf1Mo1Zr1Fe33.33Sb33.33,573,5.61,
Nb28.33Ti1V1Hf1Mo1Zr1Fe33.33Sb33.33,671,5.13,
Nb28.33Ti1V1Hf1Mo1Zr1Fe33.33Sb33.33,774,4.45,
Nb28.33Ti1V1Hf1Mo1Zr1Fe33.33Sb33.33,873,4.09,
Nb28.33Ti1V1Hf1Mo1Zr1Fe33.33Sb33.33,307,8.26,
Nb28.33Ti1V1Hf1Mo1Zr1Fe33.33Sb33.33,374,7.25,
Nb28.33Ti1V1Hf1Mo1Zr1Fe33.33Sb33.33,476,6.38,
Nb28.33Ti1V1Hf1Mo1Zr1Fe33.33Sb33.33,577,5.49,
Nb28.33Ti1V1Hf1Mo1Zr1Fe33.33Sb33.33,670,4.86,
Nb28.33Ti1V1Hf1Mo1Zr1Fe33.33Sb33.33,777,4.48,
Nb28.33Ti1V1Hf1Mo1Zr1Fe33.33Sb33.33,873,4.3,
Nb25Ti1.67V1.67Hf1.67Mo1.67Zr1.67Fe33.33Sb33.33,303,7.28,
Nb25Ti1.67V1.67Hf1.67Mo1.67Zr1.67Fe33.33Sb33.33,375,6.68,
Nb25Ti1.67V1.67Hf1.67Mo1.67Zr1.67Fe33.33Sb33.33,476,6.26,
Nb25Ti1.67V1.67Hf1.67Mo1.67Zr1.67Fe33.33Sb33.33,575,5.79,
Nb25Ti1.67V1.67Hf1.67Mo1.67Zr1.67Fe33.33Sb33.33,675,5.28,
Nb25Ti1.67V1.67Hf1.67Mo1.67Zr1.67Fe33.33Sb33.33,772,4.89,
Nb25Ti1.67V1.67Hf1.67Mo1.67Zr1.67Fe33.33Sb33.33,872,4.66,
Nb23.33Ti2V2Hf2Mo2Zr2Fe33.33Sb33.33,307,8.05,
Nb23.33Ti2V2Hf2Mo2Zr2Fe33.33Sb33.33,375,7.36,
Nb23.33Ti2V2Hf2Mo2Zr2Fe33.33Sb33.33,469,6.38,
Nb23.33Ti2V2Hf2Mo2Zr2Fe33.33Sb33.33,575,5.64,
Nb23.33Ti2V2Hf2Mo2Zr2Fe33.33Sb33.33,672,5.13,
Nb23.33Ti2V2Hf2Mo2Zr2Fe33.33Sb33.33,775,4.8,
Nb23.33Ti2V2Hf2Mo2Zr2Fe33.33Sb33.33,877,4.36,
Nb20Ti2.67V2.67Hf2.67Mo2.67Zr2.67Fe33.33Sb33.33,302,7.16,
Nb20Ti2.67V2.67Hf2.67Mo2.67Zr2.67Fe33.33Sb33.33,378,6.71,
Nb20Ti2.67V2.67Hf2.67Mo2.67Zr2.67Fe33.33Sb33.33,476,5.94,
Nb20Ti2.67V2.67Hf2.67Mo2.67Zr2.67Fe33.33Sb33.33,573,5.43,
Nb20Ti2.67V2.67Hf2.67Mo2.67Zr2.67Fe33.33Sb33.33,676,4.89,
Nb20Ti2.67V2.67Hf2.67Mo2.67Zr2.67Fe33.33Sb33.33,775,4.54,
Nb20Ti2.67V2.67Hf2.67Mo2.67Zr2.67Fe33.33Sb33.33,877,4.3,
Ho5.56Er5.56Tm5.56Ta16.67O66.67,297,3.79, 10.1016/j.jmat.2024.100984
Ho5.56Er5.56Tm5.56Ta16.67O66.67,374,3.5,
Ho5.56Er5.56Tm5.56Ta16.67O66.67,470,3.11,
Ho5.56Er5.56Tm5.56Ta16.67O66.67,573,2.79,
Ho5.56Er5.56Tm5.56Ta16.67O66.67,671,2.54,
Ho5.56Er5.56Tm5.56Ta16.67O66.67,771,2.3,
Ho5.56Er5.56Tm5.56Ta16.67O66.67,869,2.13,
Ho5.56Er5.56Tm5.56Ta16.67O66.67,971,1.98,
Ho5.56Er5.56Tm5.56Ta16.67O66.67,1074,1.85,
Ho5.56Er5.56Tm5.56Ta16.67O66.67,1172,1.74,
Dy4.17Ho4.17Er4.17Tm4.17Ta16.67O66.67,303,3.43,
Dy4.17Ho4.17Er4.17Tm4.17Ta16.67O66.67,368,3.15,
Dy4.17Ho4.17Er4.17Tm4.17Ta16.67O66.67,473,2.79,
Dy4.17Ho4.17Er4.17Tm4.17Ta16.67O66.67,575,2.5,
Dy4.17Ho4.17Er4.17Tm4.17Ta16.67O66.67,674,2.26,
Dy4.17Ho4.17Er4.17Tm4.17Ta16.67O66.67,773,2.05,
Dy4.17Ho4.17Er4.17Tm4.17Ta16.67O66.67,873,1.9,
Dy4.17Ho4.17Er4.17Tm4.17Ta16.67O66.67,968,1.75,
Dy4.17Ho4.17Er4.17Tm4.17Ta16.67O66.67,1073,1.64,
Dy4.17Ho4.17Er4.17Tm4.17Ta16.67O66.67,1170,1.55,
Gd3.33Dy3.33Ho3.33Er3.33Tm3.33Ta16.67O66.67,296,2.53,
Gd3.33Dy3.33Ho3.33Er3.33Tm3.33Ta16.67O66.67,372,2.33,
Gd3.33Dy3.33Ho3.33Er3.33Tm3.33Ta16.67O66.67,476,2.1,
Gd3.33Dy3.33Ho3.33Er3.33Tm3.33Ta16.67O66.67,569,1.89,
Gd3.33Dy3.33Ho3.33Er3.33Tm3.33Ta16.67O66.67,671,1.73,
Gd3.33Dy3.33Ho3.33Er3.33Tm3.33Ta16.67O66.67,773,1.58,
Gd3.33Dy3.33Ho3.33Er3.33Tm3.33Ta16.67O66.67,870,1.46,
Gd3.33Dy3.33Ho3.33Er3.33Tm3.33Ta16.67O66.67,972,1.35,
Gd3.33Dy3.33Ho3.33Er3.33Tm3.33Ta16.67O66.67,1071,1.27,
Gd3.33Dy3.33Ho3.33Er3.33Tm3.33Ta16.67O66.67,1173,1.21,
Eu2.78Gd2.78Dy2.78Ho2.78Er2.78Tm2.78Ta16.67O66.67,296,2.85,
Eu2.78Gd2.78Dy2.78Ho2.78Er2.78Tm2.78Ta16.67O66.67,375,2.63,
Eu2.78Gd2.78Dy2.78Ho2.78Er2.78Tm2.78Ta16.67O66.67,470,2.38,
Eu2.78Gd2.78Dy2.78Ho2.78Er2.78Tm2.78Ta16.67O66.67,575,2.14,
Eu2.78Gd2.78Dy2.78Ho2.78Er2.78Tm2.78Ta16.67O66.67,674,1.96,
Eu2.78Gd2.78Dy2.78Ho2.78Er2.78Tm2.78Ta16.67O66.67,773,1.8,
Eu2.78Gd2.78Dy2.78Ho2.78Er2.78Tm2.78Ta16.67O66.67,864,1.65,
Eu2.78Gd2.78Dy2.78Ho2.78Er2.78Tm2.78Ta16.67O66.67,972,1.56,
Eu2.78Gd2.78Dy2.78Ho2.78Er2.78Tm2.78Ta16.67O66.67,1067,1.44,
Eu2.78Gd2.78Dy2.78Ho2.78Er2.78Tm2.78Ta16.67O66.67,1175,1.36,
Co20Cr20Fe20Ni20Cu20,298,17.88,10.1039/d3mh02181e
Co20Cr20Fe20Ni20Cu20,322,18.79,
Co20Cr20Fe20Ni20Cu20,368,19.78,
Co20Cr20Fe20Ni20Cu20,416,20.85,
Co20Cr20Fe20Ni20Cu20,463,21.59,
Co20Cr20Fe20Ni20Cu20,512,22.24,
Co20Cr20Fe20Ni20Cu20,561,23.36,
Co20Cr20Fe20Ni20Cu20,610,24.51,
Co20Cr20Fe20Ni20Cu20,658,24.87,
Co20Cr20Fe20Ni20Cu20,707,25.57,
Co20Cr20Fe20Ni20Cu20,756,27.1,
Co20Cr20Fe20Ni20Cu20,807,27.51,
Co20Cr20Fe20Ni20Cu20,856,28.49,
Gd5.66Co18.87Cr18.87Fe18.87Ni18.87Cu18.87,299,10.66,
Gd5.66Co18.87Cr18.87Fe18.87Ni18.87Cu18.87,325,10.66,
Gd5.66Co18.87Cr18.87Fe18.87Ni18.87Cu18.87,370,11.35,
Gd5.66Co18.87Cr18.87Fe18.87Ni18.87Cu18.87,416,12.09,
Gd5.66Co18.87Cr18.87Fe18.87Ni18.87Cu18.87,465,12.62,
Gd5.66Co18.87Cr18.87Fe18.87Ni18.87Cu18.87,514,13.11,
Gd5.66Co18.87Cr18.87Fe18.87Ni18.87Cu18.87,564,13.52,
Gd5.66Co18.87Cr18.87Fe18.87Ni18.87Cu18.87,609,13.89,
Gd5.66Co18.87Cr18.87Fe18.87Ni18.87Cu18.87,659,14.29,
Gd5.66Co18.87Cr18.87Fe18.87Ni18.87Cu18.87,710,14.91,
Gd5.66Co18.87Cr18.87Fe18.87Ni18.87Cu18.87,758,15.31,
Gd5.66Co18.87Cr18.87Fe18.87Ni18.87Cu18.87,807,15.93,
Gd5.66Co18.87Cr18.87Fe18.87Ni18.87Cu18.87,859,16.17,
Zn16.67​Fe9.17​Co7.5​Ni16.67​Mn16.67​Sb33.33​,298,5.67,
Zn16.67​Fe9.17​Co7.5​Ni16.67​Mn16.67​Sb33.33​,324,6.99,
Zn16.67​Fe9.17​Co7.5​Ni16.67​Mn16.67​Sb33.33​,350,7.01,
Zn16.67​Fe9.17​Co7.5​Ni16.67​Mn16.67​Sb33.33​,375,7.4,
Zn16.67​Fe9.17​Co7.5​Ni16.67​Mn16.67​Sb33.33​,423,7.81,
Zn16.67​Fe9.17​Co7.5​Ni16.67​Mn16.67​Sb33.33​,474,8.72,
Zn16.67​Fe9.17​Co7.5​Ni16.67​Mn16.67​Sb33.33​,525,9.13,
Zn16.67​Fe9.17​Co7.5​Ni16.67​Mn16.67​Sb33.33​,574,10.28,
Zn16.67​Fe9.17​Co7.5​Ni16.67​Mn16.67​Sb33.33​,626,11.45,
Zn20​Fe12​Co8​Ni12​Mn12​Sb36​,299,5.35,
Zn20​Fe12​Co8​Ni12​Mn12​Sb36​,325,6.23,
Zn20​Fe12​Co8​Ni12​Mn12​Sb36​,350,6.5,
Zn20​Fe12​Co8​Ni12​Mn12​Sb36​,374,7.11,
Zn20​Fe12​Co8​Ni12​Mn12​Sb36​,426,7.54,
Zn20​Fe12​Co8​Ni12​Mn12​Sb36​,474,8.55,
Zn20​Fe12​Co8​Ni12​Mn12​Sb36​,523,8.86,
Zn20​Fe12​Co8​Ni12​Mn12​Sb36​,574,9.96,
Zn20​Fe12​Co8​Ni12​Mn12​Sb36​,624,10.64,
Zn25.4​Fe14​Co11.5​Ni7.9​Mn7.9​Sb33.33​,298,4.37,
Zn25.4​Fe14​Co11.5​Ni7.9​Mn7.9​Sb33.33​,326,5.49,
Zn25.4​Fe14​Co11.5​Ni7.9​Mn7.9​Sb33.33​,352,5.52,
Zn25.4​Fe14​Co11.5​Ni7.9​Mn7.9​Sb33.33​,374,6.13,
Zn25.4​Fe14​Co11.5​Ni7.9​Mn7.9​Sb33.33​,425,6.49,
Zn25.4​Fe14​Co11.5​Ni7.9​Mn7.9​Sb33.33​,474,7.39,
Zn25.4​Fe14​Co11.5​Ni7.9​Mn7.9​Sb33.33​,524,7.51,
Zn25.4​Fe14​Co11.5​Ni7.9​Mn7.9​Sb33.33​,576,8.66,
Zn25.4​Fe14​Co11.5​Ni7.9​Mn7.9​Sb33.33​,625,9.34,
Sr20Ti4Fe4Mo4Nb4Cr4O60,322,2.31,
Sr20Ti4Fe4Mo4Nb4Cr4O60,375,2.29,
Sr20Ti4Fe4Mo4Nb4Cr4O60,426,2.3,
Sr20Ti4Fe4Mo4Nb4Cr4O60,472,2.28,
Sr20Ti4Fe4Mo4Nb4Cr4O60,521,2.26,
Sr20Ti4Fe4Mo4Nb4Cr4O60,578,2.3,
Sr20Ti4Fe4Mo4Nb4Cr4O60,625,2.29,
Sr20Ti4Fe4Mo4Nb4Cr4O60,671,2.27,
Sr20Ti4Fe4Mo4Nb4Cr4O60,720,2.27,
Sr20Ti4Fe4Mo4Nb4Cr4O60,775,2.28,
Sr20Ti4Fe4Mo4Nb4Cr4O60,826,2.24,
Sr20Ti4Fe4Mo4Nb4Cr4O60,872,2.26,
Sr20Ti4Fe4Mo4Nb4Cr4O60,922,2.25,
Sr20Ti4Fe4Mo4Nb4Cr4O60,971,2.23,
Sr20Ti4Fe4Mo4Nb4Cr4O60,1021,2.25,
Sr20Ti4Fe4Mo4Nb4Cr4O60,1076,2.25,
Pb43.33Na1.11Se22.22S22.22Te11.11,301,1.93,
Pb43.33Na1.11Se22.22S22.22Te11.11,349,1.85,
Pb43.33Na1.11Se22.22S22.22Te11.11,397,1.73,
Pb43.33Na1.11Se22.22S22.22Te11.11,450,1.56,
Pb43.33Na1.11Se22.22S22.22Te11.11,498,1.4,
Pb43.33Na1.11Se22.22S22.22Te11.11,551,1.28,
Pb43.33Na1.11Se22.22S22.22Te11.11,599,1.19,
Pb43.33Na1.11Se22.22S22.22Te11.11,654,1.1,
Pb43.33Na1.11Se22.22S22.22Te11.11,700,1.09,
Pb43.33Na1.11Se22.22S22.22Te11.11,748,1.03,
Pb43.33Na1.11Se22.22S22.22Te11.11,800,0.98,
Pb43.33Na1.11Se22.22S22.22Te11.11,849,0.94,
Pb43.33Na1.11Se22.22S22.22Te11.11,901,0.9,
Pb42.89Cd0.44Na1.11Se22.22S22.22Te11.11,303,1.61,
Pb42.89Cd0.44Na1.11Se22.22S22.22Te11.11,350,1.54,
Pb42.89Cd0.44Na1.11Se22.22S22.22Te11.11,397,1.43,
Pb42.89Cd0.44Na1.11Se22.22S22.22Te11.11,452,1.28,
Pb42.89Cd0.44Na1.11Se22.22S22.22Te11.11,499,1.17,
Pb42.89Cd0.44Na1.11Se22.22S22.22Te11.11,552,1.06,
Pb42.89Cd0.44Na1.11Se22.22S22.22Te11.11,600,1,
Pb42.89Cd0.44Na1.11Se22.22S22.22Te11.11,651,0.89,
Pb42.89Cd0.44Na1.11Se22.22S22.22Te11.11,704,0.87,
Pb42.89Cd0.44Na1.11Se22.22S22.22Te11.11,749,0.85,
Pb42.89Cd0.44Na1.11Se22.22S22.22Te11.11,800,0.84,
Pb42.89Cd0.44Na1.11Se22.22S22.22Te11.11,851,0.84,
Pb42.89Cd0.44Na1.11Se22.22S22.22Te11.11,902,0.83,
Pb42.44Cd0.89Na1.11Se22.22S22.22Te11.11,300,1.65,
Pb42.44Cd0.89Na1.11Se22.22S22.22Te11.11,349,1.53,
Pb42.44Cd0.89Na1.11Se22.22S22.22Te11.11,405,1.39,
Pb42.44Cd0.89Na1.11Se22.22S22.22Te11.11,450,1.26,
Pb42.44Cd0.89Na1.11Se22.22S22.22Te11.11,498,1.11,
Pb42.44Cd0.89Na1.11Se22.22S22.22Te11.11,550,1.04,
Pb42.44Cd0.89Na1.11Se22.22S22.22Te11.11,599,1,
Pb42.44Cd0.89Na1.11Se22.22S22.22Te11.11,648,0.92,
Pb42.44Cd0.89Na1.11Se22.22S22.22Te11.11,700,0.88,
Pb42.44Cd0.89Na1.11Se22.22S22.22Te11.11,749,0.87,
Pb42.44Cd0.89Na1.11Se22.22S22.22Te11.11,801,0.88,
Pb42.44Cd0.89Na1.11Se22.22S22.22Te11.11,846,0.88,
Pb42.44Cd0.89Na1.11Se22.22S22.22Te11.11,900,0.85,
Pb42Cd1.33Na1.11Se22.22S22.22Te11.11,303,1.41,
Pb42Cd1.33Na1.11Se22.22S22.22Te11.11,354,1.31,
Pb42Cd1.33Na1.11Se22.22S22.22Te11.11,399,1.19,
Pb42Cd1.33Na1.11Se22.22S22.22Te11.11,450,1.04,
Pb42Cd1.33Na1.11Se22.22S22.22Te11.11,498,0.91,
Pb42Cd1.33Na1.11Se22.22S22.22Te11.11,550,0.85,
Pb42Cd1.33Na1.11Se22.22S22.22Te11.11,604,0.84,
Pb42Cd1.33Na1.11Se22.22S22.22Te11.11,653,0.79,
Pb42Cd1.33Na1.11Se22.22S22.22Te11.11,700,0.76,
Pb42Cd1.33Na1.11Se22.22S22.22Te11.11,752,0.76,
Pb42Cd1.33Na1.11Se22.22S22.22Te11.11,799,0.78,
Pb42Cd1.33Na1.11Se22.22S22.22Te11.11,849,0.78,
Pb42Cd1.33Na1.11Se22.22S22.22Te11.11,903,0.77,
Pb41.56Cd1.78Na1.11Se22.22S22.22Te11.11,301,1.47,
Pb41.56Cd1.78Na1.11Se22.22S22.22Te11.11,352,1.39,
Pb41.56Cd1.78Na1.11Se22.22S22.22Te11.11,394,1.26,
Pb41.56Cd1.78Na1.11Se22.22S22.22Te11.11,446,1.14,
Pb41.56Cd1.78Na1.11Se22.22S22.22Te11.11,501,0.99,
Pb41.56Cd1.78Na1.11Se22.22S22.22Te11.11,547,0.93,
Pb41.56Cd1.78Na1.11Se22.22S22.22Te11.11,597,0.87,
Pb41.56Cd1.78Na1.11Se22.22S22.22Te11.11,643,0.8,
Pb41.56Cd1.78Na1.11Se22.22S22.22Te11.11,705,0.79,
Pb41.56Cd1.78Na1.11Se22.22S22.22Te11.11,746,0.79,
Pb41.56Cd1.78Na1.11Se22.22S22.22Te11.11,801,0.75,
Pb41.56Cd1.78Na1.11Se22.22S22.22Te11.11,844,0.76,
Pb41.56Cd1.78Na1.11Se22.22S22.22Te11.11,902,0.76,
Pb41.11Cd2.22Na1.11Se22.22S22.22Te11.11,296,1.4,
Pb41.11Cd2.22Na1.11Se22.22S22.22Te11.11,349,1.26,
Pb41.11Cd2.22Na1.11Se22.22S22.22Te11.11,401,1.16,
Pb41.11Cd2.22Na1.11Se22.22S22.22Te11.11,450,1,
Pb41.11Cd2.22Na1.11Se22.22S22.22Te11.11,498,0.88,
Pb41.11Cd2.22Na1.11Se22.22S22.22Te11.11,548,0.83,
Pb41.11Cd2.22Na1.11Se22.22S22.22Te11.11,598,0.77,
Pb41.11Cd2.22Na1.11Se22.22S22.22Te11.11,648,0.76,
Pb41.11Cd2.22Na1.11Se22.22S22.22Te11.11,700,0.71,
Pb41.11Cd2.22Na1.11Se22.22S22.22Te11.11,747,0.74,
Pb41.11Cd2.22Na1.11Se22.22S22.22Te11.11,801,0.71,
Pb41.11Cd2.22Na1.11Se22.22S22.22Te11.11,849,0.72,
Pb41.11Cd2.22Na1.11Se22.22S22.22Te11.11,901,0.72,
Cu66.67Te26.67S3.33Se3.33,298,4.51,
Cu66.67Te26.67S3.33Se3.33,349,4.57,
Cu66.67Te26.67S3.33Se3.33,397,4.4,
Cu66.67Te26.67S3.33Se3.33,450,4.13,
Cu66.67Te26.67S3.33Se3.33,499,3.44,
Cu66.67Te26.67S3.33Se3.33,550,3.85,
Cu66.67Te26.67S3.33Se3.33,599,4.21,
Cu66.67Te26.67S3.33Se3.33,649,4.27,
Cu66.67Te26.67S3.33Se3.33,697,4.29,
Cu66.67Te26.67S3.33Se3.33,751,4.52,
Cu66.67Te26.67S3.33Se3.33,799,4.71,
Cu66.67Te26.67S3.33Se3.33,851,4.91,
Cu66.67Te26.67S3.33Se3.33,901,4.9,
Cu66.67Te26.67S3.33Se3.33,951,4.86,
Cu66.67Te26.67S3.33Se3.33,1002,4.87,
Cu66.67Te20S6.67Se6.67,300,3.58,
Cu66.67Te20S6.67Se6.67,351,3.43,
Cu66.67Te20S6.67Se6.67,397,3.04,
Cu66.67Te20S6.67Se6.67,448,3.27,
Cu66.67Te20S6.67Se6.67,493,3.38,
Cu66.67Te20S6.67Se6.67,550,3.48,
Cu66.67Te20S6.67Se6.67,601,3.44,
Cu66.67Te20S6.67Se6.67,650,3.45,
Cu66.67Te20S6.67Se6.67,697,3.49,
Cu66.67Te20S6.67Se6.67,752,3.64,
Cu66.67Te20S6.67Se6.67,799,4.11,
Cu66.67Te20S6.67Se6.67,850,4.11,
Cu66.67Te20S6.67Se6.67,902,4.06,
Cu66.67Te20S6.67Se6.67,948,4.08,
Cu66.67Te20S6.67Se6.67,1004,4.1,
Cu66.67Te13.33S10Se10,298,2.42,
Cu66.67Te13.33S10Se10,350,2.4,
Cu66.67Te13.33S10Se10,400,2.67,
Cu66.67Te13.33S10Se10,448,2.89,
Cu66.67Te13.33S10Se10,499,3.14,
Cu66.67Te13.33S10Se10,549,3.14,
Cu66.67Te13.33S10Se10,599,3.11,
Cu66.67Te13.33S10Se10,648,3.05,
Cu66.67Te13.33S10Se10,701,3,
Cu66.67Te13.33S10Se10,753,3.21,
Cu66.67Te13.33S10Se10,800,3.7,
Cu66.67Te13.33S10Se10,853,3.89,
Cu66.67Te13.33S10Se10,900,3.91,
Cu66.67Te13.33S10Se10,953,3.89,
Cu66.67Te13.33S10Se10,1002,3.84,
Cu65.67Ag1Te20S6.67Se6.67,304,2.98,
Cu65.67Ag1Te20S6.67Se6.67,348,2.93,
Cu65.67Ag1Te20S6.67Se6.67,393,2.82,
Cu65.67Ag1Te20S6.67Se6.67,448,3.17,
Cu65.67Ag1Te20S6.67Se6.67,498,3.59,
Cu65.67Ag1Te20S6.67Se6.67,549,3.87,
Cu65.67Ag1Te20S6.67Se6.67,601,3.84,
Cu65.67Ag1Te20S6.67Se6.67,652,3.93,
Cu65.67Ag1Te20S6.67Se6.67,700,3.9,
Cu65.67Ag1Te20S6.67Se6.67,751,4.22,
Cu65.67Ag1Te20S6.67Se6.67,798,4.46,
Cu65.67Ag1Te20S6.67Se6.67,848,4.45,
Cu65.67Ag1Te20S6.67Se6.67,900,4.45,
Cu65.67Ag1Te20S6.67Se6.67,948,4.49,
Cu65.67Ag1Te20S6.67Se6.67,1002,4.51,
Cu65.67Ag1Te20S6.67Se6.67,300,3.11,
Cu65Ag1.67Te20S6.67Se6.67,346,3.09,
Cu65Ag1.67Te20S6.67Se6.67,397,2.97,
Cu65Ag1.67Te20S6.67Se6.67,448,3.34,
Cu65Ag1.67Te20S6.67Se6.67,496,3.7,
Cu65Ag1.67Te20S6.67Se6.67,547,3.93,
Cu65Ag1.67Te20S6.67Se6.67,601,3.97,
Cu65Ag1.67Te20S6.67Se6.67,642,4.1,
Cu65Ag1.67Te20S6.67Se6.67,698,4.18,
Cu65Ag1.67Te20S6.67Se6.67,744,4.4,
Cu65Ag1.67Te20S6.67Se6.67,798,4.48,
Cu65Ag1.67Te20S6.67Se6.67,851,4.54,
Cu65Ag1.67Te20S6.67Se6.67,901,4.56,
Cu65Ag1.67Te20S6.67Se6.67,953,4.55,
Cu65Ag1.67Te20S6.67Se6.67,999,4.55,
Cu64.33Ag2.33Te20S6.67Se6.67,297,2.94,
Cu64.33Ag2.33Te20S6.67Se6.67,350,2.89,
Cu64.33Ag2.33Te20S6.67Se6.67,397,2.95,
Cu64.33Ag2.33Te20S6.67Se6.67,453,3.44,
Cu64.33Ag2.33Te20S6.67Se6.67,497,3.7,
Cu64.33Ag2.33Te20S6.67Se6.67,550,3.91,
Cu64.33Ag2.33Te20S6.67Se6.67,599,4.04,
Cu64.33Ag2.33Te20S6.67Se6.67,651,4.06,
Cu64.33Ag2.33Te20S6.67Se6.67,701,4.08,
Cu64.33Ag2.33Te20S6.67Se6.67,751,4.48,
Cu64.33Ag2.33Te20S6.67Se6.67,804,4.54,
Cu64.33Ag2.33Te20S6.67Se6.67,849,4.52,
Cu64.33Ag2.33Te20S6.67Se6.67,904,4.54,
Cu64.33Ag2.33Te20S6.67Se6.67,953,4.49,
Cu64.33Ag2.33Te20S6.67Se6.67,1004,4.49,
Cu64.33Ag2.33Te20S6.67Se6.67,299,2.68,
Cu63.33Ag3.33Te20S6.67Se6.67,347,2.53,
Cu63.33Ag3.33Te20S6.67Se6.67,395,2.5,
Cu63.33Ag3.33Te20S6.67Se6.67,452,3.1,
Cu63.33Ag3.33Te20S6.67Se6.67,499,3.36,
Cu63.33Ag3.33Te20S6.67Se6.67,553,3.63,
Cu63.33Ag3.33Te20S6.67Se6.67,596,3.72,
Cu63.33Ag3.33Te20S6.67Se6.67,649,3.86,
Cu63.33Ag3.33Te20S6.67Se6.67,703,4.25,
Cu63.33Ag3.33Te20S6.67Se6.67,752,4.35,
Cu63.33Ag3.33Te20S6.67Se6.67,800,4.33,
Cu63.33Ag3.33Te20S6.67Se6.67,848,4.35,
Cu63.33Ag3.33Te20S6.67Se6.67,899,4.36,
Cu63.33Ag3.33Te20S6.67Se6.67,948,4.34,
Cu63.33Ag3.33Te20S6.67Se6.67,1002,4.34,
